OPERATORE,DATA,STATO ATTIVAZIONE,COMUNE,PROVINCIA,ETRS89EST,ETRS89NORD
3LETTRONICA INDUSTRIALE,20/07/2006,REALIZZATO,UDINE,UD,364207.4,5101618.7
3LETTRONICA INDUSTRIALE,20/07/2006,DA REALIZZARE,UDINE,UD,362797.3,5103673.2
3LETTRONICA INDUSTRIALE,06/10/2006,REALIZZATO,GORIZIA,GO,390866.4,5088564.2
3LETTRONICA INDUSTRIALE,06/10/2006,REALIZZATO,GORIZIA,GO,392569.3,5086238.7
3LETTRONICA INDUSTRIALE,06/10/2006,REALIZZATO,CODROIPO,UD,344287.1,5092783.1
3LETTRONICA INDUSTRIALE,11/10/2006,REALIZZATO,UDINE,UD,361310.3,5100734.3
3LETTRONICA INDUSTRIALE,12/10/2006,REALIZZATO,UDINE,UD,366468.2,5104094.2
3LETTRONICA INDUSTRIALE,13/10/2006,REALIZZATO,GORIZIA,GO,392530.1,5087864.5
3LETTRONICA INDUSTRIALE,13/10/2006,REALIZZATO,GORIZIA,GO,392731.5,5089420.4
3LETTRONICA INDUSTRIALE,17/10/2006,REALIZZATO,UDINE,UD,363436.3,5105100.2
3LETTRONICA INDUSTRIALE,18/10/2006,REALIZZATO,LIGNANO SABBIADORO,UD,352915.5,5059743
3LETTRONICA INDUSTRIALE,18/10/2006,REALIZZATO,PORDENONE,PN,319949.4,5093644.4
3LETTRONICA INDUSTRIALE,18/10/2006,DA REALIZZARE,PORDENONE,PN,316364,5093407.1
3LETTRONICA INDUSTRIALE,25/10/2006,REALIZZATO,GRADO,GO,374404.5,5059704.6
3LETTRONICA INDUSTRIALE,22/11/2006,REALIZZATO,UDINE,UD,363030.7,5101632.4
H3G ITALIA,,REALIZZATO,GRADO,GO,375503,5059663.1
H3G ITALIA,,REALIZZATO,GRADO,GO,375503,5059663.1
H3G ITALIA,,REALIZZATO,PORDENONE,PN,318782.9,5092045.2
H3G ITALIA,,REALIZZATO,DIGNANO,UD,341208.3,5105777.6
H3G ITALIA,06/05/2001,REALIZZATO,MUGGIA,TS,406613.3,5049239.9
H3G ITALIA,28/06/2002,DA REALIZZARE,LATISANA,UD,348112.6,5064570.9
H3G ITALIA,28/06/2002,DA REALIZZARE,LATISANA,UD,348112.6,5064570.9
H3G ITALIA,12/12/2002,REALIZZATO,CASSACCO,UD,358280.3,5113613.3
H3G ITALIA,12/12/2002,REALIZZATO,CASSACCO,UD,358280.3,5113613.3
H3G ITALIA,12/12/2002,REALIZZATO,CASSACCO,UD,358280.3,5113613.3
H3G ITALIA,03/02/2003,REALIZZATO,UDINE,UD,363310.3,5102757.3
H3G ITALIA,03/02/2003,REALIZZATO,UDINE,UD,363310.3,5102757.3
H3G ITALIA,03/02/2003,REALIZZATO,UDINE,UD,363310.3,5102757.3
H3G ITALIA,18/02/2003,REALIZZATO,GRADO,GO,375503,5059663.1
H3G ITALIA,14/03/2003,REALIZZATO,PORDENONE,PN,318782.9,5092045.2
H3G ITALIA,27/03/2003,REALIZZATO,PORPETTO,UD,360728,5080474.8
H3G ITALIA,27/03/2003,REALIZZATO,PORPETTO,UD,360728,5080474.8
H3G ITALIA,27/03/2003,REALIZZATO,PORPETTO,UD,360728,5080474.8
H3G ITALIA,12/05/2003,REALIZZATO,TRIESTE,TS,402990.5,5059085.3
H3G ITALIA,12/05/2003,REALIZZATO,TRIESTE,TS,402990.5,5059085.3
H3G ITALIA,12/05/2003,REALIZZATO,TRIESTE,TS,402990.5,5059085.3
H3G ITALIA,15/07/2003,REALIZZATO,DUINO AURISINA,TS,393978.3,5069819.2
H3G ITALIA,15/07/2003,REALIZZATO,DUINO AURISINA,TS,393978.3,5069819.2
H3G ITALIA,15/07/2003,REALIZZATO,DUINO AURISINA,TS,393978.3,5069819.2
H3G ITALIA,06/10/2003,REALIZZATO,TRIESTE,TS,405632,5056423.1
H3G ITALIA,06/10/2003,REALIZZATO,TRIESTE,TS,405632,5056423.1
H3G ITALIA,06/10/2003,REALIZZATO,TRIESTE,TS,405632,5056423.1
H3G ITALIA,24/10/2003,REALIZZATO,MONFALCONE,GO,385681.5,5072947.3
H3G ITALIA,24/10/2003,REALIZZATO,MONFALCONE,GO,385681.5,5072947.3
H3G ITALIA,24/10/2003,REALIZZATO,MONFALCONE,GO,385681.5,5072947.3
H3G ITALIA,27/10/2003,REALIZZATO,MONFALCONE,GO,388475.7,5072600.2
H3G ITALIA,27/10/2003,REALIZZATO,MONFALCONE,GO,388475.7,5072600.2
H3G ITALIA,27/10/2003,REALIZZATO,MONFALCONE,GO,388475.7,5072600.2
H3G ITALIA,04/11/2003,REALIZZATO,TRIESTE,TS,407042.1,5060420
H3G ITALIA,04/11/2003,REALIZZATO,TRIESTE,TS,407042.1,5060420
H3G ITALIA,04/11/2003,REALIZZATO,TRIESTE,TS,407042.1,5060420
H3G ITALIA,19/11/2003,REALIZZATO,TRASAGHIS,UD,350735.4,5130803.5
H3G ITALIA,19/11/2003,REALIZZATO,TRASAGHIS,UD,350735.4,5130803.5
H3G ITALIA,19/11/2003,REALIZZATO,TRASAGHIS,UD,350735.4,5130803.5
H3G ITALIA,21/11/2003,REALIZZATO,TRASAGHIS,UD,350984,5126708.8
H3G ITALIA,21/11/2003,REALIZZATO,TRASAGHIS,UD,350984,5126708.8
H3G ITALIA,11/12/2003,REALIZZATO,SEQUALS,PN,332480.4,5114597.6
H3G ITALIA,11/12/2003,REALIZZATO,SEQUALS,PN,332480.4,5114597.6
H3G ITALIA,11/12/2003,REALIZZATO,SEQUALS,PN,332480.4,5114597.6
H3G ITALIA,24/02/2004,REALIZZATO,VENZONE,UD,356361.2,5138359.1
H3G ITALIA,24/02/2004,REALIZZATO,VENZONE,UD,356361.2,5138359.1
H3G ITALIA,24/02/2004,REALIZZATO,VENZONE,UD,356361.2,5138359.1
H3G ITALIA,01/03/2004,REALIZZATO,MONFALCONE,GO,388034.2,5074328.1
H3G ITALIA,01/03/2004,REALIZZATO,MONFALCONE,GO,388034.2,5074328.1
H3G ITALIA,04/03/2004,REALIZZATO,POZZUOLO DEL FRIULI,UD,362831.7,5097639.5
H3G ITALIA,04/03/2004,REALIZZATO,POZZUOLO DEL FRIULI,UD,362831.7,5097639.5
H3G ITALIA,16/04/2004,REALIZZATO,DUINO AURISINA,TS,391020.6,5070593.5
H3G ITALIA,16/04/2004,REALIZZATO,DUINO AURISINA,TS,391020.6,5070593.5
H3G ITALIA,08/06/2004,REALIZZATO,DUINO AURISINA,TS,396174.3,5066835.1
H3G ITALIA,29/07/2004,REALIZZATO,CORDENONS,PN,322563.8,5094770
H3G ITALIA,29/07/2004,REALIZZATO,CORDENONS,PN,322563.8,5094770
H3G ITALIA,29/07/2004,REALIZZATO,CORDENONS,PN,322563.8,5094770
H3G ITALIA,06/08/2004,REALIZZATO,DUINO AURISINA,TS,396174.3,5066835.1
H3G ITALIA,06/08/2004,REALIZZATO,DUINO AURISINA,TS,396174.3,5066835.1
H3G ITALIA,13/09/2004,REALIZZATO,MONFALCONE,GO,385414,5074275.8
H3G ITALIA,13/09/2004,REALIZZATO,MONFALCONE,GO,385414,5074275.8
H3G ITALIA,14/09/2004,REALIZZATO,FONTANAFREDDA,PN,310112.7,5096183.7
H3G ITALIA,14/09/2004,REALIZZATO,FONTANAFREDDA,PN,310112.7,5096183.7
H3G ITALIA,14/09/2004,REALIZZATO,FONTANAFREDDA,PN,310112.7,5096183.7
H3G ITALIA,27/09/2004,REALIZZATO,CHIUSAFORTE,UD,370686.9,5142980.4
H3G ITALIA,27/09/2004,REALIZZATO,CHIUSAFORTE,UD,370686.9,5142980.4
H3G ITALIA,15/10/2004,REALIZZATO,PONTEBBA,UD,372286.5,5152162.3
H3G ITALIA,15/10/2004,REALIZZATO,PONTEBBA,UD,372286.5,5152162.3
H3G ITALIA,15/10/2004,REALIZZATO,PONTEBBA,UD,372286.5,5152162.3
H3G ITALIA,25/10/2004,REALIZZATO,TOLMEZZO,UD,348423.5,5139927.2
H3G ITALIA,25/10/2004,REALIZZATO,TOLMEZZO,UD,348423.5,5139927.2
H3G ITALIA,25/10/2004,REALIZZATO,TOLMEZZO,UD,348423.5,5139927.2
H3G ITALIA,05/11/2004,REALIZZATO,TARVISIO,UD,392226.8,5151233.3
RFI,06/12/2007,REALIZZATO,TRIESTE,TS,406284,5057777
H3G ITALIA,05/11/2004,REALIZZATO,TARVISIO,UD,392226.8,5151233.3
H3G ITALIA,05/11/2004,REALIZZATO,RESIUTTA,UD,364197.7,5139296.3
H3G ITALIA,05/11/2004,REALIZZATO,RESIUTTA,UD,364197.7,5139296.3
H3G ITALIA,29/11/2004,REALIZZATO,UDINE,UD,363902.6,5103051.5
H3G ITALIA,29/11/2004,REALIZZATO,UDINE,UD,363902.6,5103051.5
H3G ITALIA,29/11/2004,REALIZZATO,UDINE,UD,363902.6,5103051.5
H3G ITALIA,15/12/2004,REALIZZATO,FARRA D'ISONZO,GO,384384.6,5084462.2
H3G ITALIA,15/12/2004,REALIZZATO,FARRA D'ISONZO,GO,384384.6,5084462.2
H3G ITALIA,15/12/2004,REALIZZATO,FARRA D'ISONZO,GO,384384.6,5084462.2
H3G ITALIA,07/01/2005,REALIZZATO,AMARO,UD,351831.4,5136583.4
H3G ITALIA,07/01/2005,REALIZZATO,AMARO,UD,351831.4,5136583.4
H3G ITALIA,07/01/2005,REALIZZATO,AMARO,UD,351831.4,5136583.4
H3G ITALIA,17/01/2005,REALIZZATO,LATISANA,UD,344767.2,5070861.3
H3G ITALIA,17/01/2005,REALIZZATO,LATISANA,UD,344767.2,5070861.3
H3G ITALIA,17/01/2005,REALIZZATO,LATISANA,UD,344767.2,5070861.3
H3G ITALIA,22/02/2005,REALIZZATO,TRIESTE,TS,404191.2,5055351.7
H3G ITALIA,22/02/2005,REALIZZATO,TRIESTE,TS,404191.2,5055351.7
H3G ITALIA,24/08/2005,REALIZZATO,LIGNANO SABBIADORO,UD,352915.5,5059743
H3G ITALIA,24/08/2005,REALIZZATO,LIGNANO SABBIADORO,UD,352915.5,5059743
H3G ITALIA,24/08/2005,REALIZZATO,LIGNANO SABBIADORO,UD,352915.5,5059743
H3G ITALIA,21/11/2005,REALIZZATO,MONFALCONE,GO,384783.9,5073661.5
H3G ITALIA,21/11/2005,REALIZZATO,MONFALCONE,GO,384783.9,5073661.5
H3G ITALIA,21/11/2005,REALIZZATO,MONFALCONE,GO,384783.9,5073661.5
H3G ITALIA,23/11/2005,REALIZZATO,PORDENONE,PN,319464,5091453.4
H3G ITALIA,23/11/2005,REALIZZATO,PORDENONE,PN,319464,5091453.4
H3G ITALIA,23/11/2005,REALIZZATO,PORDENONE,PN,319464,5091453.4
H3G ITALIA,12/12/2005,REALIZZATO,MANZANO,UD,375107.6,5094094.1
H3G ITALIA,12/12/2005,REALIZZATO,MANZANO,UD,375107.6,5094094.1
H3G ITALIA,12/12/2005,REALIZZATO,MANZANO,UD,375107.6,5094094.1
H3G ITALIA,13/02/2006,REALIZZATO,CIVIDALE DEL FRIULI,UD,377917.8,5105664.9
H3G ITALIA,13/02/2006,REALIZZATO,CIVIDALE DEL FRIULI,UD,377917.8,5105664.9
H3G ITALIA,13/02/2006,REALIZZATO,CIVIDALE DEL FRIULI,UD,377917.8,5105664.9
H3G ITALIA,20/02/2006,REALIZZATO,TAVAGNACCO,UD,362736.4,5108033.4
H3G ITALIA,20/02/2006,REALIZZATO,TAVAGNACCO,UD,362736.4,5108033.4
H3G ITALIA,20/02/2006,REALIZZATO,TAVAGNACCO,UD,362736.4,5108033.4
H3G ITALIA,31/03/2006,REALIZZATO,TRIESTE,TS,405244.1,5053087.5
H3G ITALIA,31/03/2006,REALIZZATO,TRIESTE,TS,405244.1,5053087.5
H3G ITALIA,31/03/2006,REALIZZATO,TRIESTE,TS,405244.1,5053087.5
H3G ITALIA,11/04/2006,REALIZZATO,CAVAZZO CARNICO,UD,351526.3,5134753.7
H3G ITALIA,11/04/2006,REALIZZATO,CAVAZZO CARNICO,UD,351526.3,5134753.7
H3G ITALIA,13/09/2006,REALIZZATO,CHIUSAFORTE,UD,369870.6,5140529.2
H3G ITALIA,13/09/2006,REALIZZATO,CHIUSAFORTE,UD,369870.6,5140529.2
H3G ITALIA,14/09/2006,REALIZZATO,PONTEBBA,UD,370165.1,5151650.1
H3G ITALIA,14/09/2006,REALIZZATO,PONTEBBA,UD,370165.1,5151650.1
H3G ITALIA,14/09/2006,REALIZZATO,PONTEBBA,UD,370165.1,5151650.1
H3G ITALIA,14/09/2006,REALIZZATO,MOGGIO UDINESE,UD,360875.7,5140682.3
H3G ITALIA,14/09/2006,REALIZZATO,MOGGIO UDINESE,UD,360875.7,5140682.3
H3G ITALIA,14/09/2006,REALIZZATO,MOGGIO UDINESE,UD,360875.7,5140682.3
H3G ITALIA,06/12/2006,REALIZZATO,TOLMEZZO,UD,347472,5141046.3
H3G ITALIA,06/12/2006,REALIZZATO,TOLMEZZO,UD,347472,5141046.3
H3G ITALIA,06/12/2006,REALIZZATO,TOLMEZZO,UD,347472,5141046.3
H3G ITALIA,06/11/2007,REALIZZATO,AQUILEIA,UD,373166.5,5069123.7
H3G ITALIA,06/11/2007,REALIZZATO,AQUILEIA,UD,373166.5,5069123.7
H3G ITALIA,06/11/2007,REALIZZATO,AQUILEIA,UD,373166.5,5069123.7
H3G ITALIA,21/08/2008,REALIZZATO,PALMANOVA,UD,369165.9,5085018.4
H3G ITALIA,21/08/2008,REALIZZATO,PALMANOVA,UD,369165.9,5085018.4
H3G ITALIA,21/08/2008,REALIZZATO,PALMANOVA,UD,369165.9,5085018.4
H3G ITALIA,16/10/2009,REALIZZATO,TRICESIMO,UD,363203.4,5112745
H3G ITALIA,16/10/2009,REALIZZATO,TRICESIMO,UD,363203.4,5112745
H3G ITALIA,16/10/2009,REALIZZATO,TRICESIMO,UD,363203.4,5112745
H3G ITALIA,05/10/2010,REALIZZATO,MONFALCONE,GO,386175.8,5073747.8
H3G ITALIA,05/10/2010,REALIZZATO,MONFALCONE,GO,386175.8,5073747.8
H3G ITALIA,05/10/2010,REALIZZATO,MONFALCONE,GO,386175.8,5073747.8
H3G ITALIA,11/11/2010,REALIZZATO,TOLMEZZO,UD,347245.1,5140357
H3G ITALIA,11/11/2010,REALIZZATO,TOLMEZZO,UD,347245.1,5140357
H3G ITALIA,11/11/2010,REALIZZATO,TOLMEZZO,UD,347245.1,5140357
H3G ITALIA,24/11/2010,REALIZZATO,SAN DORLIGO DELLA VALLE,TS,410735.6,5051396
H3G ITALIA,24/11/2010,REALIZZATO,SAN DORLIGO DELLA VALLE,TS,410735.6,5051396
H3G ITALIA,24/11/2010,REALIZZATO,SAN DORLIGO DELLA VALLE,TS,410735.6,5051396
H3G ITALIA,01/12/2010,REALIZZATO,TRICESIMO,UD,361651.7,5113896.2
H3G ITALIA,01/12/2010,REALIZZATO,TRICESIMO,UD,361651.7,5113896.2
H3G ITALIA,01/12/2010,REALIZZATO,TRICESIMO,UD,361651.7,5113896.2
H3G ITALIA,19/01/2011,REALIZZATO,TARVISIO,UD,391011.8,5151141.8
H3G ITALIA,19/01/2011,REALIZZATO,TARVISIO,UD,391011.8,5151141.8
H3G ITALIA,19/01/2011,REALIZZATO,TARVISIO,UD,391011.8,5151141.8
H3G ITALIA,12/02/2011,REALIZZATO,TORREANO,UD,378383.3,5108897.1
H3G ITALIA,14/03/2011,REALIZZATO,GEMONA DEL FRIULI,UD,355579.5,5126202.6
H3G ITALIA,14/03/2011,REALIZZATO,GEMONA DEL FRIULI,UD,355579.5,5126202.6
H3G ITALIA,14/03/2011,REALIZZATO,GEMONA DEL FRIULI,UD,355579.5,5126202.6
H3G ITALIA,14/03/2011,REALIZZATO,GEMONA DEL FRIULI,UD,355579.5,5126202.6
H3G ITALIA,14/03/2011,REALIZZATO,GEMONA DEL FRIULI,UD,355579.5,5126202.6
H3G ITALIA,14/03/2011,REALIZZATO,GEMONA DEL FRIULI,UD,355579.5,5126202.6
H3G ITALIA,24/03/2011,REALIZZATO,SAN CANZIAN D'ISONZO,GO,379145.1,5074711.3
H3G ITALIA,24/03/2011,REALIZZATO,SAN CANZIAN D'ISONZO,GO,379145.1,5074711.3
H3G ITALIA,24/03/2011,REALIZZATO,SAN CANZIAN D'ISONZO,GO,379145.1,5074711.3
H3G ITALIA,24/03/2011,REALIZZATO,SAN CANZIAN D'ISONZO,GO,379145.1,5074711.3
H3G ITALIA,24/03/2011,REALIZZATO,SAN CANZIAN D'ISONZO,GO,379145.1,5074711.3
H3G ITALIA,24/03/2011,REALIZZATO,SAN CANZIAN D'ISONZO,GO,379145.1,5074711.3
H3G ITALIA,28/03/2011,REALIZZATO,CAPRIVA DEL FRIULI,GO,385114.9,5088562.9
H3G ITALIA,28/03/2011,REALIZZATO,CAPRIVA DEL FRIULI,GO,385114.9,5088562.9
H3G ITALIA,28/03/2011,REALIZZATO,CAPRIVA DEL FRIULI,GO,385114.9,5088562.9
H3G ITALIA,28/03/2011,REALIZZATO,CAPRIVA DEL FRIULI,GO,385114.9,5088562.9
H3G ITALIA,28/03/2011,REALIZZATO,CAPRIVA DEL FRIULI,GO,385114.9,5088562.9
H3G ITALIA,28/03/2011,REALIZZATO,CAPRIVA DEL FRIULI,GO,385114.9,5088562.9
H3G ITALIA,12/04/2011,REALIZZATO,MUGGIA,TS,400558.6,5050059.3
H3G ITALIA,12/04/2011,REALIZZATO,MUGGIA,TS,400558.6,5050059.3
H3G ITALIA,12/04/2011,REALIZZATO,MUGGIA,TS,400558.6,5050059.3
H3G ITALIA,12/04/2011,REALIZZATO,MUGGIA,TS,400558.6,5050059.3
H3G ITALIA,15/04/2011,REALIZZATO,FIUME VENETO,PN,325407.9,5088433.2
H3G ITALIA,15/04/2011,REALIZZATO,FIUME VENETO,PN,325407.9,5088433.2
H3G ITALIA,15/04/2011,REALIZZATO,FIUME VENETO,PN,325407.9,5088433.2
H3G ITALIA,15/04/2011,REALIZZATO,FIUME VENETO,PN,325407.9,5088433.2
H3G ITALIA,15/04/2011,REALIZZATO,FIUME VENETO,PN,325407.9,5088433.2
H3G ITALIA,15/04/2011,REALIZZATO,FIUME VENETO,PN,325407.9,5088433.2
H3G ITALIA,20/04/2011,REALIZZATO,SACILE,PN,307680.1,5093100.2
H3G ITALIA,20/04/2011,REALIZZATO,SACILE,PN,307680.1,5093100.2
H3G ITALIA,20/04/2011,REALIZZATO,SACILE,PN,307680.1,5093100.2
H3G ITALIA,20/04/2011,REALIZZATO,SACILE,PN,307680.1,5093100.2
H3G ITALIA,20/04/2011,REALIZZATO,SACILE,PN,307680.1,5093100.2
H3G ITALIA,20/04/2011,REALIZZATO,SACILE,PN,307680.1,5093100.2
H3G ITALIA,27/04/2011,REALIZZATO,PALMANOVA,UD,369662.7,5085698.5
H3G ITALIA,27/04/2011,REALIZZATO,PALMANOVA,UD,369662.7,5085698.5
H3G ITALIA,27/04/2011,REALIZZATO,PALMANOVA,UD,369662.7,5085698.5
H3G ITALIA,27/04/2011,REALIZZATO,PALMANOVA,UD,369662.7,5085698.5
H3G ITALIA,27/04/2011,REALIZZATO,PALMANOVA,UD,369662.7,5085698.5
H3G ITALIA,27/04/2011,REALIZZATO,PALMANOVA,UD,369662.7,5085698.5
H3G ITALIA,29/04/2011,REALIZZATO,PAVIA DI UDINE,UD,369321.2,5093594.7
H3G ITALIA,29/04/2011,REALIZZATO,PAVIA DI UDINE,UD,369321.2,5093594.7
H3G ITALIA,29/04/2011,REALIZZATO,PAVIA DI UDINE,UD,369321.2,5093594.7
H3G ITALIA,29/04/2011,REALIZZATO,PAVIA DI UDINE,UD,369321.2,5093594.7
H3G ITALIA,29/04/2011,REALIZZATO,PAVIA DI UDINE,UD,369321.2,5093594.7
H3G ITALIA,29/04/2011,REALIZZATO,PAVIA DI UDINE,UD,369321.2,5093594.7
H3G ITALIA,04/05/2011,REALIZZATO,AZZANO DECIMO,PN,318979.5,5087081.4
H3G ITALIA,04/05/2011,REALIZZATO,AZZANO DECIMO,PN,318979.5,5087081.4
H3G ITALIA,04/05/2011,REALIZZATO,AZZANO DECIMO,PN,318979.5,5087081.4
H3G ITALIA,04/05/2011,REALIZZATO,AZZANO DECIMO,PN,318979.5,5087081.4
H3G ITALIA,04/05/2011,REALIZZATO,AZZANO DECIMO,PN,318979.5,5087081.4
H3G ITALIA,04/05/2011,REALIZZATO,AZZANO DECIMO,PN,318979.5,5087081.4
H3G ITALIA,06/05/2011,REALIZZATO,MUGGIA,TS,406613.3,5049239.9
H3G ITALIA,06/05/2011,REALIZZATO,MUGGIA,TS,406613.3,5049239.9
H3G ITALIA,06/05/2011,REALIZZATO,MUGGIA,TS,406613.3,5049239.9
H3G ITALIA,06/05/2011,REALIZZATO,MUGGIA,TS,406613.3,5049239.9
H3G ITALIA,06/05/2011,REALIZZATO,MUGGIA,TS,406613.3,5049239.9
H3G ITALIA,10/05/2011,REALIZZATO,MORTEGLIANO,UD,358329.2,5089982.7
H3G ITALIA,10/05/2011,REALIZZATO,MORTEGLIANO,UD,358329.2,5089982.7
H3G ITALIA,10/05/2011,REALIZZATO,MORTEGLIANO,UD,358329.2,5089982.7
H3G ITALIA,10/05/2011,REALIZZATO,MORTEGLIANO,UD,358329.2,5089982.7
H3G ITALIA,10/05/2011,REALIZZATO,MORTEGLIANO,UD,358329.2,5089982.7
H3G ITALIA,10/05/2011,REALIZZATO,MORTEGLIANO,UD,358329.2,5089982.7
H3G ITALIA,31/05/2011,REALIZZATO,CASTIONS DI STRADA,UD,359078.1,5086241.1
H3G ITALIA,31/05/2011,REALIZZATO,CASTIONS DI STRADA,UD,359078.1,5086241.1
H3G ITALIA,31/05/2011,REALIZZATO,CASTIONS DI STRADA,UD,359078.1,5086241.1
H3G ITALIA,31/05/2011,REALIZZATO,CASTIONS DI STRADA,UD,359078.1,5086241.1
H3G ITALIA,31/05/2011,REALIZZATO,CASTIONS DI STRADA,UD,359078.1,5086241.1
H3G ITALIA,31/05/2011,REALIZZATO,CASTIONS DI STRADA,UD,359078.1,5086241.1
H3G ITALIA,01/06/2011,REALIZZATO,BASILIANO,UD,353212.3,5098141
H3G ITALIA,01/06/2011,REALIZZATO,BASILIANO,UD,353212.3,5098141
H3G ITALIA,01/06/2011,REALIZZATO,BASILIANO,UD,353212.3,5098141
H3G ITALIA,01/06/2011,REALIZZATO,BASILIANO,UD,353212.3,5098141
H3G ITALIA,01/06/2011,REALIZZATO,BASILIANO,UD,353212.3,5098141
H3G ITALIA,01/06/2011,REALIZZATO,BASILIANO,UD,353212.3,5098141
H3G ITALIA,06/06/2011,REALIZZATO,PRECENICCO,UD,350502.5,5072632.5
H3G ITALIA,06/06/2011,REALIZZATO,PRECENICCO,UD,350502.5,5072632.5
H3G ITALIA,06/06/2011,REALIZZATO,PRECENICCO,UD,350502.5,5072632.5
H3G ITALIA,06/06/2011,REALIZZATO,PRECENICCO,UD,350502.5,5072632.5
H3G ITALIA,06/06/2011,REALIZZATO,PRECENICCO,UD,350502.5,5072632.5
H3G ITALIA,06/06/2011,REALIZZATO,PRECENICCO,UD,350502.5,5072632.5
H3G ITALIA,08/06/2011,DA REALIZZARE,SAN CANZIAN D'ISONZO,GO,381002.5,5072359.4
H3G ITALIA,08/06/2011,DA REALIZZARE,SAN CANZIAN D'ISONZO,GO,381002.5,5072359.4
H3G ITALIA,08/06/2011,DA REALIZZARE,SAN CANZIAN D'ISONZO,GO,381002.5,5072359.4
H3G ITALIA,08/06/2011,DA REALIZZARE,SAN CANZIAN D'ISONZO,GO,381002.5,5072359.4
H3G ITALIA,08/06/2011,DA REALIZZARE,SAN CANZIAN D'ISONZO,GO,381002.5,5072359.4
H3G ITALIA,08/06/2011,DA REALIZZARE,SAN CANZIAN D'ISONZO,GO,381002.5,5072359.4
H3G ITALIA,20/06/2011,REALIZZATO,PALAZZOLO DELLO STELLA,UD,351270.1,5074319.7
H3G ITALIA,20/06/2011,REALIZZATO,PALAZZOLO DELLO STELLA,UD,351270.1,5074319.7
H3G ITALIA,20/06/2011,REALIZZATO,PALAZZOLO DELLO STELLA,UD,351270.1,5074319.7
H3G ITALIA,21/06/2011,REALIZZATO,AVIANO,PN,313180.1,5104871.9
H3G ITALIA,21/06/2011,REALIZZATO,AVIANO,PN,313180.1,5104871.9
H3G ITALIA,21/06/2011,REALIZZATO,AVIANO,PN,313180.1,5104871.9
H3G ITALIA,21/06/2011,REALIZZATO,AVIANO,PN,313180.1,5104871.9
H3G ITALIA,21/06/2011,REALIZZATO,AVIANO,PN,313180.1,5104871.9
H3G ITALIA,21/06/2011,REALIZZATO,AVIANO,PN,313180.1,5104871.9
H3G ITALIA,23/06/2011,REALIZZATO,CAVASSO NUOVO,PN,328262,5117622.5
H3G ITALIA,23/06/2011,REALIZZATO,CAVASSO NUOVO,PN,328262,5117622.5
H3G ITALIA,23/06/2011,REALIZZATO,CAVASSO NUOVO,PN,328262,5117622.5
H3G ITALIA,23/06/2011,REALIZZATO,CAVASSO NUOVO,PN,328262,5117622.5
H3G ITALIA,23/06/2011,REALIZZATO,CAVASSO NUOVO,PN,328262,5117622.5
H3G ITALIA,23/06/2011,REALIZZATO,CAVASSO NUOVO,PN,328262,5117622.5
H3G ITALIA,27/06/2011,REALIZZATO,FIUME VENETO,PN,323868.8,5085447.3
H3G ITALIA,27/06/2011,REALIZZATO,FIUME VENETO,PN,323868.8,5085447.3
H3G ITALIA,27/06/2011,REALIZZATO,FIUME VENETO,PN,323868.8,5085447.3
H3G ITALIA,27/06/2011,REALIZZATO,FIUME VENETO,PN,323868.8,5085447.3
H3G ITALIA,27/06/2011,REALIZZATO,FIUME VENETO,PN,323868.8,5085447.3
H3G ITALIA,27/06/2011,REALIZZATO,FIUME VENETO,PN,323868.8,5085447.3
H3G ITALIA,28/06/2011,REALIZZATO,ROVEREDO IN PIANO,PN,315240,5095274.1
H3G ITALIA,28/06/2011,REALIZZATO,ROVEREDO IN PIANO,PN,315240,5095274.1
H3G ITALIA,28/06/2011,REALIZZATO,ROVEREDO IN PIANO,PN,315240,5095274.1
H3G ITALIA,28/06/2011,REALIZZATO,ROVEREDO IN PIANO,PN,315240,5095274.1
H3G ITALIA,28/06/2011,REALIZZATO,ROVEREDO IN PIANO,PN,315240,5095274.1
H3G ITALIA,28/06/2011,REALIZZATO,ROVEREDO IN PIANO,PN,315240,5095274.1
H3G ITALIA,28/06/2011,REALIZZATO,CHIOPRIS VISCONE,UD,375599.7,5087403.5
H3G ITALIA,28/06/2011,REALIZZATO,CHIOPRIS VISCONE,UD,375599.7,5087403.5
H3G ITALIA,28/06/2011,REALIZZATO,CHIOPRIS VISCONE,UD,375599.7,5087403.5
H3G ITALIA,28/06/2011,REALIZZATO,CHIOPRIS VISCONE,UD,375599.7,5087403.5
H3G ITALIA,28/06/2011,REALIZZATO,CHIOPRIS VISCONE,UD,375599.7,5087403.5
H3G ITALIA,28/06/2011,REALIZZATO,CHIOPRIS VISCONE,UD,375599.7,5087403.5
H3G ITALIA,29/06/2011,REALIZZATO,GONARS,UD,362932.2,5084607.2
H3G ITALIA,29/06/2011,REALIZZATO,GONARS,UD,362932.2,5084607.2
H3G ITALIA,29/06/2011,REALIZZATO,GONARS,UD,362932.2,5084607.2
H3G ITALIA,29/06/2011,REALIZZATO,GONARS,UD,362932.2,5084607.2
H3G ITALIA,29/06/2011,REALIZZATO,GONARS,UD,362932.2,5084607.2
H3G ITALIA,29/06/2011,REALIZZATO,GONARS,UD,362932.2,5084607.2
H3G ITALIA,29/06/2011,REALIZZATO,TARVISIO,UD,387532.7,5151470.2
H3G ITALIA,06/07/2011,REALIZZATO,MOSSA,GO,387730.8,5087944
H3G ITALIA,06/07/2011,REALIZZATO,MOSSA,GO,387730.8,5087944
