OPERATORE,DATA,STATO ATTIVAZIONE,COMUNE,PROVINCIA,ETRS89EST,ETRS89NORD
TELECOM ITALIA MOBILE,23/04/2014,REALIZZATO,PASIAN DI PRATO,UD,356881.7,5101647.9
TELECOM ITALIA MOBILE,23/04/2014,REALIZZATO,PASIAN DI PRATO,UD,356881.7,5101647.9
TELECOM ITALIA MOBILE,23/04/2014,REALIZZATO,PASIAN DI PRATO,UD,356881.7,5101647.9
TELECOM ITALIA MOBILE,23/04/2014,REALIZZATO,PASIAN DI PRATO,UD,356881.7,5101647.9
TELECOM ITALIA MOBILE,23/04/2014,REALIZZATO,PASIAN DI PRATO,UD,356881.7,5101647.9
TELECOM ITALIA MOBILE,23/04/2014,REALIZZATO,PASIAN DI PRATO,UD,356881.7,5101647.9
TELECOM ITALIA MOBILE,23/04/2014,REALIZZATO,PASIAN DI PRATO,UD,356881.7,5101647.9
TELECOM ITALIA MOBILE,23/04/2014,REALIZZATO,PASIAN DI PRATO,UD,356881.7,5101647.9
TELECOM ITALIA MOBILE,23/04/2014,REALIZZATO,PASIAN DI PRATO,UD,356881.7,5101647.9
TELECOM ITALIA MOBILE,23/04/2014,REALIZZATO,PASIAN DI PRATO,UD,356881.7,5101647.9
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,24/04/2014,REALIZZATO,TARCENTO,UD,361376.1,5117003.6
TELECOM ITALIA MOBILE,28/04/2014,REALIZZATO,PORPETTO,UD,358276.1,5079145.9
TELECOM ITALIA MOBILE,28/04/2014,REALIZZATO,PORPETTO,UD,358276.1,5079145.9
TELECOM ITALIA MOBILE,28/04/2014,REALIZZATO,PORPETTO,UD,358276.1,5079145.9
TELECOM ITALIA MOBILE,28/04/2014,REALIZZATO,PORPETTO,UD,358276.1,5079145.9
TELECOM ITALIA MOBILE,28/04/2014,REALIZZATO,PORPETTO,UD,358276.1,5079145.9
TELECOM ITALIA MOBILE,28/04/2014,REALIZZATO,PORPETTO,UD,358276.1,5079145.9
TELECOM ITALIA MOBILE,28/04/2014,REALIZZATO,PORPETTO,UD,358276.1,5079145.9
TELECOM ITALIA MOBILE,28/04/2014,REALIZZATO,PORPETTO,UD,358276.1,5079145.9
TELECOM ITALIA MOBILE,28/04/2014,REALIZZATO,PORPETTO,UD,358276.1,5079145.9
TELECOM ITALIA MOBILE,28/04/2014,REALIZZATO,PORPETTO,UD,358276.1,5079145.9
TELECOM ITALIA MOBILE,28/04/2014,REALIZZATO,PORPETTO,UD,358276.1,5079145.9
TELECOM ITALIA MOBILE,28/04/2014,REALIZZATO,PORPETTO,UD,358276.1,5079145.9
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,PRADAMANO,UD,367095.1,5097643.4
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,29/04/2014,REALIZZATO,GORIZIA,GO,389176.9,5087699
TELECOM ITALIA MOBILE,30/04/2014,REALIZZATO,BAGNARIA ARSA,UD,367052.3,5081880.7
TELECOM ITALIA MOBILE,30/04/2014,REALIZZATO,BAGNARIA ARSA,UD,367052.3,5081880.7
TELECOM ITALIA MOBILE,30/04/2014,REALIZZATO,BAGNARIA ARSA,UD,367052.3,5081880.7
TELECOM ITALIA MOBILE,30/04/2014,REALIZZATO,BAGNARIA ARSA,UD,367052.3,5081880.7
TELECOM ITALIA MOBILE,30/04/2014,REALIZZATO,BAGNARIA ARSA,UD,367052.3,5081880.7
TELECOM ITALIA MOBILE,30/04/2014,REALIZZATO,BAGNARIA ARSA,UD,367052.3,5081880.7
TELECOM ITALIA MOBILE,30/04/2014,REALIZZATO,BAGNARIA ARSA,UD,367052.3,5081880.7
TELECOM ITALIA MOBILE,30/04/2014,REALIZZATO,BAGNARIA ARSA,UD,367052.3,5081880.7
TELECOM ITALIA MOBILE,30/04/2014,REALIZZATO,BAGNARIA ARSA,UD,367052.3,5081880.7
TELECOM ITALIA MOBILE,30/04/2014,REALIZZATO,BAGNARIA ARSA,UD,367052.3,5081880.7
TELECOM ITALIA MOBILE,30/04/2014,REALIZZATO,BAGNARIA ARSA,UD,367052.3,5081880.7
TELECOM ITALIA MOBILE,30/04/2014,REALIZZATO,BAGNARIA ARSA,UD,367052.3,5081880.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,BRUGNERA,PN,309402.2,5085443.5
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,BRUGNERA,PN,309402.2,5085443.5
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,BRUGNERA,PN,309402.2,5085443.5
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,BRUGNERA,PN,309402.2,5085443.5
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,BRUGNERA,PN,309402.2,5085443.5
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,BRUGNERA,PN,309402.2,5085443.5
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,BRUGNERA,PN,309402.2,5085443.5
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,BRUGNERA,PN,309402.2,5085443.5
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,BRUGNERA,PN,309402.2,5085443.5
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,BRUGNERA,PN,309402.2,5085443.5
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,BRUGNERA,PN,309402.2,5085443.5
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,BRUGNERA,PN,309402.2,5085443.5
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,310925.4,5082499.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,310925.4,5082499.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,310925.4,5082499.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,310925.4,5082499.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,310925.4,5082499.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,310925.4,5082499.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,310925.4,5082499.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,310925.4,5082499.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,310925.4,5082499.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,310925.4,5082499.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,310925.4,5082499.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,310925.4,5082499.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PORDENONE,PN,318756.6,5091978.8
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PORDENONE,PN,318756.6,5091978.8
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PORDENONE,PN,318756.6,5091978.8
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PORDENONE,PN,318756.6,5091978.8
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PORDENONE,PN,318756.6,5091978.8
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PORDENONE,PN,318756.6,5091978.8
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PORDENONE,PN,318756.6,5091978.8
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PORDENONE,PN,318756.6,5091978.8
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PORDENONE,PN,318756.6,5091978.8
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PORDENONE,PN,318756.6,5091978.8
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,SAN DANIELE DEL FRIULI,UD,346328.8,5113586.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,SAN DANIELE DEL FRIULI,UD,346328.8,5113586.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,SAN DANIELE DEL FRIULI,UD,346328.8,5113586.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,SAN DANIELE DEL FRIULI,UD,346328.8,5113586.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,SAN DANIELE DEL FRIULI,UD,346328.8,5113586.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,SAN DANIELE DEL FRIULI,UD,346328.8,5113586.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,SAN DANIELE DEL FRIULI,UD,346328.8,5113586.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,SAN DANIELE DEL FRIULI,UD,346328.8,5113586.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,SAN DANIELE DEL FRIULI,UD,346328.8,5113586.7
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,05/05/2014,REALIZZATO,PRATA DI PORDENONE,PN,313312.4,5084786.9
TELECOM ITALIA MOBILE,06/05/2014,REALIZZATO,VIVARO,PN,328841.1,5108652
TELECOM ITALIA MOBILE,06/05/2014,REALIZZATO,VIVARO,PN,328841.1,5108652
TELECOM ITALIA MOBILE,06/05/2014,REALIZZATO,VIVARO,PN,328841.1,5108652
TELECOM ITALIA MOBILE,06/05/2014,REALIZZATO,VIVARO,PN,328841.1,5108652
TELECOM ITALIA MOBILE,06/05/2014,REALIZZATO,VIVARO,PN,328841.1,5108652
TELECOM ITALIA MOBILE,06/05/2014,REALIZZATO,VIVARO,PN,328841.1,5108652
TELECOM ITALIA MOBILE,06/05/2014,REALIZZATO,VIVARO,PN,328841.1,5108652
TELECOM ITALIA MOBILE,06/05/2014,REALIZZATO,VIVARO,PN,328841.1,5108652
TELECOM ITALIA MOBILE,06/05/2014,REALIZZATO,VIVARO,PN,328841.1,5108652
TELECOM ITALIA MOBILE,06/05/2014,REALIZZATO,VIVARO,PN,328841.1,5108652
TELECOM ITALIA MOBILE,06/05/2014,REALIZZATO,VIVARO,PN,328841.1,5108652
TELECOM ITALIA MOBILE,06/05/2014,REALIZZATO,VIVARO,PN,328841.1,5108652
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,RUDA,UD,375043.7,5076736.1
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,SACILE,PN,305677.1,5091210.2
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,09/05/2014,REALIZZATO,FIUME VENETO,PN,323821.5,5087855.3
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,RONCHIS,UD,344916.9,5075125
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,RONCHIS,UD,344916.9,5075125
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,RONCHIS,UD,344916.9,5075125
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,RONCHIS,UD,344916.9,5075125
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,RONCHIS,UD,344916.9,5075125
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,RONCHIS,UD,344916.9,5075125
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,RONCHIS,UD,344916.9,5075125
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,RONCHIS,UD,344916.9,5075125
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,RONCHIS,UD,344916.9,5075125
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,RONCHIS,UD,344916.9,5075125
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,RONCHIS,UD,344916.9,5075125
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,PALMANOVA,UD,367796,5084520.9
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,PALMANOVA,UD,367796,5084520.9
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,PALMANOVA,UD,367796,5084520.9
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,PALMANOVA,UD,367796,5084520.9
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,PALMANOVA,UD,367796,5084520.9
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,PALMANOVA,UD,367796,5084520.9
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,PALMANOVA,UD,367796,5084520.9
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,PALMANOVA,UD,367796,5084520.9
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,PALMANOVA,UD,367796,5084520.9
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,PALMANOVA,UD,367796,5084520.9
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,PALMANOVA,UD,367796,5084520.9
TELECOM ITALIA MOBILE,12/05/2014,REALIZZATO,PALMANOVA,UD,367796,5084520.9
TELECOM ITALIA MOBILE,13/05/2014,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,13/05/2014,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,13/05/2014,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,13/05/2014,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,13/05/2014,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,13/05/2014,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,13/05/2014,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,13/05/2014,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,13/05/2014,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,13/05/2014,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,13/05/2014,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,13/05/2014,REALIZZATO,GONARS,UD,362964,5084618.8
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,FORNI DI SOTTO,UD,319739.4,5140470.2
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,FORNI DI SOTTO,UD,319739.4,5140470.2
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,FORNI DI SOTTO,UD,319739.4,5140470.2
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,FORNI DI SOTTO,UD,319739.4,5140470.2
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,FORNI DI SOTTO,UD,319739.4,5140470.2
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,FORNI DI SOTTO,UD,319739.4,5140470.2
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,FORNI DI SOTTO,UD,319739.4,5140470.2
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,FORNI DI SOTTO,UD,319739.4,5140470.2
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,RONCHIS,UD,344916.9,5075125
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,CIVIDALE DEL FRIULI,UD,383052.7,5106853.6
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,CIVIDALE DEL FRIULI,UD,383052.7,5106853.6
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,CIVIDALE DEL FRIULI,UD,383052.7,5106853.6
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,CIVIDALE DEL FRIULI,UD,383052.7,5106853.6
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,CIVIDALE DEL FRIULI,UD,383052.7,5106853.6
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,CIVIDALE DEL FRIULI,UD,383052.7,5106853.6
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,CIVIDALE DEL FRIULI,UD,383052.7,5106853.6
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,CIVIDALE DEL FRIULI,UD,383052.7,5106853.6
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,CIVIDALE DEL FRIULI,UD,383052.7,5106853.6
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,CIVIDALE DEL FRIULI,UD,383052.7,5106853.6
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,CIVIDALE DEL FRIULI,UD,383052.7,5106853.6
TELECOM ITALIA MOBILE,15/05/2014,REALIZZATO,CIVIDALE DEL FRIULI,UD,383052.7,5106853.6
TELECOM ITALIA MOBILE,20/05/2014,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
TELECOM ITALIA MOBILE,20/05/2014,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
TELECOM ITALIA MOBILE,20/05/2014,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
TELECOM ITALIA MOBILE,20/05/2014,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
TELECOM ITALIA MOBILE,20/05/2014,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
TELECOM ITALIA MOBILE,20/05/2014,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
TELECOM ITALIA MOBILE,20/05/2014,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
TELECOM ITALIA MOBILE,20/05/2014,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
TELECOM ITALIA MOBILE,20/05/2014,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
TELECOM ITALIA MOBILE,20/05/2014,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
TELECOM ITALIA MOBILE,20/05/2014,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
TELECOM ITALIA MOBILE,20/05/2014,REALIZZATO,CERVIGNANO DEL FRIULI,UD,370568.5,5075310.5
TELECOM ITALIA MOBILE,21/05/2014,REALIZZATO,ARTEGNA,UD,357220,5121863.9
TELECOM ITALIA MOBILE,21/05/2014,REALIZZATO,ARTEGNA,UD,357220,5121863.9
